Date,Location,Store_ID,Product_Category,Sales_USD,Quantity,Discount_Applied
2024-03-20,London,ST-001,Home & Kitchen,414.82,39,True
2024-03-21,London,ST-003,Apparel,793.26,7,False
2024-03-21,Tokyo,ST-002,Home & Kitchen,1963.88,24,True
2024-03-22,New York,ST-004,Apparel,1299.91,40,False
2024-03-22,New York,ST-001,Apparel,4905.59,26,False
2024-03-23,Tokyo,ST-001,Home & Kitchen,348.88,7,True
2024-03-23,Tokyo,ST-003,Groceries,1743.07,26,True
2024-03-24,New York,ST-003,Groceries,3900.1,7,False
2024-03-24,Tokyo,ST-003,Home & Kitchen,1561.45,38,False
2024-03-25,London,ST-001,Home & Kitchen,1946.76,26,False
2024-03-25,New York,ST-001,Apparel,4667.38,47,False
2024-03-26,Tokyo,ST-001,Electronics,3368.06,6,False
2024-03-26,Berlin,ST-001,Groceries,1469.21,22,False
2024-03-27,Berlin,ST-002,Apparel,512.34,46,False
2024-03-27,Tokyo,ST-002,Home & Kitchen,709.13,23,True
2024-03-28,London,ST-002,Home & Kitchen,2855.61,30,False
2024-03-28,Berlin,ST-003,Groceries,2014.09,10,False
2024-03-29,New York,ST-001,Groceries,1754.91,22,True
2024-03-29,London,ST-004,Electronics,2924.29,20,False
2024-03-30,New York,ST-004,Electronics,3531.72,42,False
2024-03-30,New York,ST-002,Apparel,2988.26,27,False
2024-03-31,Berlin,ST-003,Home & Kitchen,338.0,34,False
2024-03-31,Berlin,ST-002,Apparel,1600.52,38,True
2024-04-01,Berlin,ST-003,Home & Kitchen,3625.16,15,False
2024-04-01,New York,ST-002,Apparel,1168.18,28,True
2024-04-02,Berlin,ST-004,Groceries,4174.01,23,False
2024-04-02,Tokyo,ST-003,Home & Kitchen,2091.96,23,False
2024-04-03,New York,ST-003,Electronics,3430.51,28,True
2024-04-03,Berlin,ST-003,Electronics,4897.4,45,False
2024-04-04,London,ST-001,Home & Kitchen,4802.09,29,False
2024-04-04,Tokyo,ST-002,Home & Kitchen,4944.41,20,False
2024-04-05,Berlin,ST-003,Apparel,4127.07,36,True
2024-04-05,New York,ST-003,Electronics,3458.68,46,False
2024-04-06,Tokyo,ST-002,Groceries,1415.02,2,True
2024-04-06,Tokyo,ST-004,Apparel,2991.65,48,False
2024-04-07,Berlin,ST-002,Groceries,1211.24,39,False
2024-04-07,New York,ST-001,Home & Kitchen,424.39,48,True
2024-04-08,Tokyo,ST-002,Apparel,4699.29,35,False
2024-04-08,Berlin,ST-003,Apparel,3498.53,12,True
2024-04-09,New York,ST-001,Electronics,2382.85,30,True
2024-04-09,Tokyo,ST-002,Apparel,1200.39,18,False
2024-04-10,New York,ST-004,Groceries,3090.78,10,False
2024-04-10,London,ST-004,Groceries,4934.28,12,False
2024-04-11,New York,ST-001,Apparel,2150.89,23,False
2024-04-11,Berlin,ST-003,Home & Kitchen,3624.25,22,False
2024-04-12,New York,ST-002,Home & Kitchen,3994.6,36,False
2024-04-12,Tokyo,ST-004,Apparel,2529.74,26,False
2024-04-13,Berlin,ST-002,Home & Kitchen,1680.1,40,True
2024-04-13,New York,ST-002,Electronics,462.64,26,False
2024-04-14,Tokyo,ST-001,Home & Kitchen,1093.84,23,False
2024-04-14,London,ST-004,Groceries,275.86,6,False
2024-04-15,Tokyo,ST-003,Home & Kitchen,891.79,2,True
2024-04-15,Tokyo,ST-003,Groceries,2158.42,4,False
2024-04-16,New York,ST-003,Apparel,3302.88,24,False
2024-04-16,New York,ST-003,Electronics,4375.5,16,True
2024-04-17,Tokyo,ST-001,Groceries,822.45,48,False
2024-04-17,New York,ST-004,Apparel,1149.98,48,False
2024-04-18,Berlin,ST-002,Apparel,2311.78,36,False
2024-04-18,New York,ST-003,Apparel,3768.87,1,False
2024-04-19,New York,ST-003,Home & Kitchen,4573.27,8,True
2024-04-19,New York,ST-002,Electronics,1288.7,27,False
2024-04-20,London,ST-003,Groceries,130.72,43,False
2024-04-20,Berlin,ST-004,Home & Kitchen,2379.92,19,False
2024-04-21,London,ST-001,Groceries,117.15,41,True
2024-04-21,Tokyo,ST-002,Apparel,1088.64,46,False
2024-04-22,New York,ST-003,Electronics,4870.69,2,True
2024-04-22,Berlin,ST-004,Groceries,560.42,7,True
2024-04-23,Tokyo,ST-001,Apparel,253.25,38,True
2024-04-23,Tokyo,ST-004,Groceries,4005.63,48,False
2024-04-24,New York,ST-003,Electronics,3872.23,36,False
2024-04-24,Tokyo,ST-002,Home & Kitchen,151.05,33,False
2024-04-25,London,ST-003,Groceries,4126.36,15,False
2024-04-25,Tokyo,ST-001,Apparel,2073.46,17,True
2024-04-26,Berlin,ST-004,Home & Kitchen,4130.96,16,True
2024-04-26,Tokyo,ST-001,Groceries,2845.11,10,False
2024-04-27,Tokyo,ST-003,Home & Kitchen,1405.37,33,True
2024-04-27,London,ST-002,Home & Kitchen,1308.35,44,False
2024-04-28,New York,ST-001,Groceries,4124.74,43,False
2024-04-28,Tokyo,ST-001,Groceries,1221.05,12,False
2024-04-29,New York,ST-001,Apparel,3301.11,20,False
2024-04-29,Tokyo,ST-002,Groceries,1368.47,9,False
2024-04-30,London,ST-003,Home & Kitchen,2419.15,43,False
2024-04-30,Tokyo,ST-002,Electronics,1830.58,42,True
2024-05-01,London,ST-003,Apparel,561.94,15,False
2024-05-01,London,ST-002,Home & Kitchen,4084.2,21,False
2024-05-02,Tokyo,ST-003,Electronics,4752.86,6,True
2024-05-02,New York,ST-001,Home & Kitchen,2775.31,12,False
2024-05-03,New York,ST-001,Home & Kitchen,1892.01,33,False
2024-05-03,Tokyo,ST-002,Electronics,3088.02,46,False
2024-05-04,New York,ST-004,Groceries,3335.69,19,False
2024-05-04,Berlin,ST-004,Groceries,1648.41,11,False
2024-05-05,London,ST-004,Groceries,4208.11,14,False
2024-05-05,Tokyo,ST-002,Apparel,1293.24,18,False
2024-05-06,London,ST-003,Home & Kitchen,798.12,36,False
2024-05-06,Berlin,ST-002,Apparel,3436.25,25,False
2024-05-07,Berlin,ST-003,Groceries,4240.26,28,False
2024-05-07,Berlin,ST-001,Groceries,3420.27,32,False
2024-05-08,Berlin,ST-001,Apparel,1726.53,48,False
2024-05-08,Berlin,ST-003,Apparel,3614.52,26,False
2024-05-09,Berlin,ST-004,Apparel,3241.8,1,False
2024-05-09,London,ST-002,Electronics,1657.76,48,True
2024-05-10,New York,ST-001,Groceries,1301.54,36,False
2024-05-10,Berlin,ST-003,Home & Kitchen,3339.73,32,False
2024-05-11,Tokyo,ST-004,Electronics,148.81,41,False
2024-05-11,New York,ST-003,Groceries,4640.3,49,False
2024-05-12,New York,ST-002,Groceries,1559.86,47,False
2024-05-12,New York,ST-003,Home & Kitchen,4237.8,26,False
2024-05-13,Berlin,ST-003,Home & Kitchen,4083.56,39,False
2024-05-13,Tokyo,ST-003,Electronics,2292.13,4,True
2024-05-14,New York,ST-001,Groceries,4609.57,8,False
2024-05-14,Tokyo,ST-004,Apparel,3696.14,18,True
2024-05-15,Tokyo,ST-004,Groceries,3608.57,19,True
2024-05-15,London,ST-002,Electronics,3877.83,43,False
2024-05-16,Berlin,ST-002,Home & Kitchen,3596.51,35,True
2024-05-16,Berlin,ST-004,Electronics,1389.57,10,True
2024-05-17,Tokyo,ST-003,Apparel,4654.94,12,False
2024-05-17,Berlin,ST-003,Electronics,1202.36,5,False
2024-05-18,London,ST-003,Electronics,2255.38,22,True
2024-05-18,London,ST-004,Electronics,3002.92,35,False
2024-05-19,London,ST-001,Groceries,1146.09,9,False
2024-05-19,London,ST-004,Apparel,578.48,18,False
2024-05-20,London,ST-002,Home & Kitchen,1705.32,42,False
2024-05-20,Tokyo,ST-004,Groceries,3504.34,44,False
2024-05-21,Tokyo,ST-002,Home & Kitchen,2897.14,29,False
2024-05-21,London,ST-004,Home & Kitchen,618.7,11,True
2024-05-22,Tokyo,ST-004,Groceries,1328.69,19,False
2024-05-22,Tokyo,ST-004,Groceries,2115.6,11,True
2024-05-23,New York,ST-001,Apparel,1704.89,10,False
2024-05-23,Tokyo,ST-004,Apparel,845.06,24,False
2024-05-24,Berlin,ST-002,Groceries,3427.91,9,False
2024-05-24,Berlin,ST-004,Home & Kitchen,4153.22,38,True
2024-05-25,Tokyo,ST-001,Electronics,966.21,21,False
2024-05-25,Tokyo,ST-003,Home & Kitchen,4074.69,47,False
2024-05-26,London,ST-001,Electronics,983.45,28,False
2024-05-26,New York,ST-003,Electronics,1513.86,33,True
2024-05-27,Tokyo,ST-004,Home & Kitchen,2878.2,45,False
2024-05-27,Tokyo,ST-004,Groceries,622.82,32,False
2024-05-28,Berlin,ST-003,Electronics,1730.34,37,False
2024-05-28,New York,ST-003,Groceries,4532.22,16,False
2024-05-29,London,ST-003,Home & Kitchen,729.61,11,True
2024-05-29,Tokyo,ST-003,Home & Kitchen,2287.08,45,False
2024-05-30,New York,ST-004,Apparel,4101.59,42,True
2024-05-30,Tokyo,ST-004,Electronics,4443.78,24,True
2024-05-31,Berlin,ST-003,Home & Kitchen,2818.09,49,False
2024-05-31,New York,ST-001,Electronics,3171.0,48,False
2024-06-01,Berlin,ST-004,Home & Kitchen,2457.89,8,False
2024-06-01,Berlin,ST-002,Groceries,921.12,2,False
2024-06-02,Berlin,ST-001,Home & Kitchen,4474.27,22,True
2024-06-02,Berlin,ST-002,Electronics,4161.35,38,False
2024-06-03,New York,ST-004,Home & Kitchen,1541.09,33,False
2024-06-03,London,ST-002,Groceries,3603.81,8,False
2024-06-04,New York,ST-001,Apparel,2725.06,37,False
2024-06-04,London,ST-004,Home & Kitchen,3740.96,38,True
2024-06-05,London,ST-002,Electronics,564.84,40,True
2024-06-05,New York,ST-001,Groceries,955.64,49,False
2024-06-06,New York,ST-002,Home & Kitchen,4658.31,48,False
2024-06-06,Berlin,ST-004,Groceries,1642.58,46,False
2024-06-07,Berlin,ST-001,Home & Kitchen,1797.94,23,False
2024-06-07,London,ST-001,Groceries,911.62,11,False
2024-06-08,Tokyo,ST-003,Home & Kitchen,2997.91,7,True
2024-06-08,London,ST-001,Home & Kitchen,505.33,20,False
2024-06-09,Berlin,ST-003,Groceries,1903.97,18,False
2024-06-09,Tokyo,ST-004,Home & Kitchen,4133.07,33,False
2024-06-10,Berlin,ST-004,Home & Kitchen,4416.03,48,False
2024-06-10,Tokyo,ST-002,Groceries,2174.58,19,False
2024-06-11,Berlin,ST-003,Electronics,4871.93,22,True
2024-06-11,New York,ST-001,Apparel,846.74,14,True
2024-06-12,Berlin,ST-003,Electronics,4051.37,4,False
2024-06-12,London,ST-003,Home & Kitchen,3867.82,12,True
2024-06-13,New York,ST-003,Home & Kitchen,1970.0,13,True
2024-06-13,Berlin,ST-001,Electronics,1593.86,16,False
2024-06-14,London,ST-003,Electronics,2053.13,19,False
2024-06-14,London,ST-004,Apparel,2210.33,32,True
2024-06-15,Tokyo,ST-002,Home & Kitchen,777.39,6,True
2024-06-15,Tokyo,ST-001,Home & Kitchen,236.51,24,False
2024-06-16,London,ST-001,Home & Kitchen,3126.75,37,False
2024-06-16,Berlin,ST-004,Groceries,1437.69,48,False
2024-06-17,London,ST-001,Home & Kitchen,393.5,10,True
2024-06-17,London,ST-004,Home & Kitchen,1915.49,9,True
2024-06-18,New York,ST-002,Groceries,441.58,36,False
2024-06-18,Berlin,ST-001,Groceries,315.45,13,False
2024-06-19,New York,ST-002,Electronics,3731.36,43,False
2024-06-19,Tokyo,ST-003,Apparel,4301.48,4,True
2024-06-20,Berlin,ST-004,Apparel,1269.1,5,False
2024-06-20,New York,ST-002,Groceries,4544.16,7,False
2024-06-21,London,ST-003,Apparel,1580.9,12,False
2024-06-21,New York,ST-002,Electronics,1515.15,11,False
2024-06-22,London,ST-004,Electronics,947.08,16,True
2024-06-22,Berlin,ST-004,Groceries,3798.64,43,True
2024-06-23,Tokyo,ST-002,Home & Kitchen,4617.12,8,False
2024-06-23,New York,ST-002,Home & Kitchen,3977.33,18,False
2024-06-24,New York,ST-003,Home & Kitchen,225.51,19,False
2024-06-24,London,ST-001,Groceries,2225.97,34,False
2024-06-25,London,ST-001,Electronics,3188.21,3,False
2024-06-25,Berlin,ST-004,Electronics,4751.94,35,False
2024-06-26,London,ST-003,Groceries,2018.68,31,False
2024-06-26,New York,ST-002,Groceries,4957.92,40,True
2024-06-27,Berlin,ST-001,Home & Kitchen,4014.47,5,True
2024-06-27,Tokyo,ST-001,Electronics,2169.78,6,False
2024-06-28,Berlin,ST-002,Apparel,1174.22,25,False
2024-06-28,London,ST-003,Apparel,4543.76,3,True
2024-06-29,Tokyo,ST-001,Home & Kitchen,1644.52,27,False
2024-06-29,Berlin,ST-003,Groceries,2435.91,7,False
2024-06-30,New York,ST-004,Electronics,4892.29,3,True
2024-06-30,London,ST-003,Apparel,1565.82,34,True
2024-07-01,Berlin,ST-001,Apparel,3886.47,21,False
2024-07-01,New York,ST-004,Home & Kitchen,508.86,20,False
2024-07-02,Tokyo,ST-001,Home & Kitchen,2567.43,35,False
2024-07-02,London,ST-003,Electronics,4969.01,43,False
2024-07-03,Berlin,ST-004,Electronics,877.0,37,False
2024-07-03,New York,ST-001,Home & Kitchen,2138.4,39,False
2024-07-04,Berlin,ST-004,Groceries,1355.26,4,True
2024-07-04,Berlin,ST-001,Electronics,2762.72,5,False
2024-07-05,New York,ST-002,Apparel,1750.27,7,False
2024-07-05,London,ST-001,Electronics,3209.31,39,True
2024-07-06,Tokyo,ST-002,Apparel,4344.98,48,False
2024-07-06,Berlin,ST-002,Apparel,3457.61,42,False
2024-07-07,Berlin,ST-002,Apparel,369.04,8,False
2024-07-07,London,ST-002,Apparel,3629.29,32,False
2024-07-08,Berlin,ST-001,Groceries,3846.09,6,False
2024-07-08,Tokyo,ST-001,Home & Kitchen,4524.42,22,False
2024-07-09,Berlin,ST-001,Electronics,1503.63,14,True
2024-07-09,Berlin,ST-002,Groceries,353.27,18,False
2024-07-10,Tokyo,ST-004,Electronics,421.49,18,False
2024-07-10,London,ST-002,Electronics,1701.5,16,False
2024-07-11,New York,ST-003,Groceries,3180.72,40,True
2024-07-11,London,ST-002,Home & Kitchen,4354.19,34,True
2024-07-12,Berlin,ST-004,Home & Kitchen,4427.26,46,True
2024-07-12,London,ST-004,Home & Kitchen,1627.94,20,False
2024-07-13,London,ST-003,Home & Kitchen,1886.19,16,False
2024-07-13,Berlin,ST-002,Home & Kitchen,425.03,45,False
2024-07-14,Berlin,ST-001,Home & Kitchen,920.05,4,True
2024-07-14,London,ST-002,Electronics,3022.04,27,True
2024-07-15,New York,ST-002,Groceries,4785.63,30,True
2024-07-15,Tokyo,ST-003,Apparel,4486.68,3,False
2024-07-16,New York,ST-004,Apparel,3055.08,48,False
2024-07-16,London,ST-001,Groceries,3970.64,47,False
2024-07-17,Berlin,ST-003,Electronics,4318.47,47,False
2024-07-17,Tokyo,ST-002,Electronics,3225.28,41,False
2024-07-18,New York,ST-004,Groceries,1584.05,14,False
2024-07-18,Tokyo,ST-003,Electronics,880.07,36,False
2024-07-19,New York,ST-003,Home & Kitchen,503.24,37,False
2024-07-19,Berlin,ST-003,Groceries,4991.75,11,False
2024-07-20,London,ST-002,Groceries,2390.86,41,True
2024-07-20,Tokyo,ST-003,Groceries,2957.24,3,False
2024-07-21,New York,ST-003,Electronics,754.28,29,False
2024-07-21,Berlin,ST-003,Electronics,2655.24,23,False
2024-07-22,New York,ST-001,Electronics,3666.09,43,False
2024-07-22,Tokyo,ST-003,Home & Kitchen,4770.72,3,False
2024-07-23,Berlin,ST-003,Groceries,242.21,11,False
2024-07-23,New York,ST-003,Home & Kitchen,1980.45,17,False
2024-07-24,New York,ST-004,Electronics,1433.35,42,True
2024-07-24,Tokyo,ST-003,Home & Kitchen,4916.21,41,False
2024-07-25,Tokyo,ST-003,Groceries,3296.13,30,True
2024-07-25,Tokyo,ST-003,Electronics,4863.23,28,False
2024-07-26,Tokyo,ST-003,Groceries,4973.32,27,True
2024-07-26,Tokyo,ST-001,Electronics,2849.25,19,False
2024-07-27,Tokyo,ST-003,Home & Kitchen,255.73,46,False
2024-07-27,London,ST-002,Electronics,3824.06,1,True
2024-07-28,Tokyo,ST-004,Electronics,4277.11,29,False
2024-07-28,London,ST-003,Groceries,2380.71,33,True
2024-07-29,Berlin,ST-003,Electronics,1454.88,10,False
2024-07-29,Tokyo,ST-004,Apparel,4986.8,41,True
2024-07-30,New York,ST-002,Electronics,705.73,4,True
2024-07-30,London,ST-002,Home & Kitchen,1242.69,6,False
2024-07-31,New York,ST-003,Electronics,4663.37,21,False
2024-07-31,Tokyo,ST-003,Home & Kitchen,1731.91,16,False
2024-08-01,Tokyo,ST-004,Electronics,3126.43,16,False
2024-08-01,New York,ST-003,Apparel,2121.14,34,True
2024-08-02,Berlin,ST-001,Groceries,3626.3,39,False
2024-08-02,London,ST-002,Apparel,3177.05,25,False
2024-08-03,New York,ST-003,Groceries,3536.77,26,False
2024-08-03,New York,ST-001,Apparel,528.65,9,False
2024-08-04,Berlin,ST-002,Home & Kitchen,3807.51,30,False
2024-08-04,New York,ST-003,Apparel,4965.42,35,False
2024-08-05,New York,ST-001,Apparel,1308.88,33,True
2024-08-05,London,ST-002,Electronics,3931.98,41,False
2024-08-06,New York,ST-004,Home & Kitchen,3115.11,44,False
2024-08-06,Berlin,ST-001,Electronics,4883.1,40,False
2024-08-07,New York,ST-004,Electronics,1467.01,33,True
2024-08-07,Tokyo,ST-004,Groceries,690.4,2,False
2024-08-08,New York,ST-001,Apparel,1554.55,28,False
2024-08-08,New York,ST-002,Home & Kitchen,2885.0,21,False
2024-08-09,Tokyo,ST-001,Electronics,4166.49,29,False
2024-08-09,Berlin,ST-004,Apparel,1670.19,10,False
2024-08-10,Berlin,ST-004,Apparel,2206.25,35,False
2024-08-10,Berlin,ST-004,Apparel,1301.13,23,False
2024-08-11,London,ST-003,Electronics,198.23,12,False
2024-08-11,Tokyo,ST-003,Groceries,432.3,14,False
2024-08-12,London,ST-001,Groceries,4181.24,27,False
