Date,Location,Store_ID,Product_Category,Sales_USD,Quantity,Discount_Applied
2024-01-28,Berlin,ST-003,Home & Kitchen,673.57,15,True
2024-01-28,New York,ST-004,Apparel,3429.16,21,False
2024-01-29,Berlin,ST-002,Electronics,4660.46,24,False
2024-01-29,Tokyo,ST-004,Electronics,1202.51,14,False
2024-01-30,Tokyo,ST-003,Electronics,455.81,31,True
2024-01-30,Berlin,ST-004,Home & Kitchen,3279.46,6,True
2024-01-31,Tokyo,ST-001,Electronics,1511.67,18,False
2024-01-31,New York,ST-004,Electronics,877.36,34,False
2024-02-01,Tokyo,ST-004,Apparel,431.54,27,False
2024-02-01,New York,ST-003,Apparel,2389.02,12,False
2024-02-02,Tokyo,ST-003,Home & Kitchen,2431.76,31,False
2024-02-02,New York,ST-001,Groceries,4189.87,46,False
2024-02-03,New York,ST-004,Groceries,1544.77,16,False
2024-02-03,London,ST-003,Groceries,2143.55,40,True
2024-02-04,Tokyo,ST-004,Electronics,4410.35,13,False
2024-02-04,London,ST-003,Home & Kitchen,2367.8,15,False
2024-02-05,New York,ST-002,Apparel,1797.58,5,True
2024-02-05,London,ST-004,Groceries,2115.24,31,False
2024-02-06,New York,ST-004,Apparel,1521.67,6,False
2024-02-06,New York,ST-001,Groceries,2299.58,21,True
2024-02-07,Tokyo,ST-002,Home & Kitchen,3601.39,41,False
2024-02-07,London,ST-004,Home & Kitchen,4184.79,49,False
2024-02-08,New York,ST-001,Groceries,4903.71,27,False
2024-02-08,New York,ST-004,Electronics,3088.04,30,False
2024-02-09,New York,ST-004,Home & Kitchen,4579.37,45,False
2024-02-09,New York,ST-001,Groceries,1354.69,40,True
2024-02-10,Tokyo,ST-003,Apparel,655.05,21,True
2024-02-10,New York,ST-001,Apparel,1163.93,47,False
2024-02-11,Tokyo,ST-003,Apparel,1239.19,36,False
2024-02-11,New York,ST-001,Home & Kitchen,1289.81,48,False
2024-02-12,London,ST-003,Groceries,3683.51,14,True
2024-02-12,Tokyo,ST-004,Electronics,2703.02,48,False
2024-02-13,London,ST-004,Apparel,4083.84,34,False
2024-02-13,New York,ST-004,Apparel,1549.65,9,True
2024-02-14,London,ST-001,Home & Kitchen,1910.07,12,False
2024-02-14,London,ST-003,Electronics,2343.99,31,False
2024-02-15,Berlin,ST-002,Apparel,4589.34,16,False
2024-02-15,Tokyo,ST-004,Electronics,3169.68,41,False
2024-02-16,Berlin,ST-004,Home & Kitchen,4543.23,16,False
2024-02-16,Tokyo,ST-004,Groceries,3976.41,45,False
2024-02-17,London,ST-001,Apparel,3839.89,29,False
2024-02-17,London,ST-004,Apparel,2448.63,48,False
2024-02-18,Tokyo,ST-003,Electronics,544.84,31,False
2024-02-18,Tokyo,ST-004,Home & Kitchen,3697.97,38,True
2024-02-19,London,ST-001,Groceries,2438.02,3,False
2024-02-19,London,ST-004,Groceries,446.56,35,False
2024-02-20,New York,ST-001,Apparel,4215.87,20,False
2024-02-20,Tokyo,ST-002,Electronics,4406.79,29,False
2024-02-21,New York,ST-004,Home & Kitchen,653.57,45,True
2024-02-21,Berlin,ST-004,Apparel,1622.06,38,False
2024-02-22,New York,ST-003,Electronics,789.26,14,False
2024-02-22,Berlin,ST-003,Home & Kitchen,4818.45,40,False
2024-02-23,London,ST-004,Electronics,2061.15,13,False
2024-02-23,Tokyo,ST-001,Electronics,868.64,47,False
2024-02-24,London,ST-001,Home & Kitchen,753.07,13,False
2024-02-24,Berlin,ST-001,Apparel,292.35,14,True
2024-02-25,Berlin,ST-002,Electronics,1950.49,26,False
2024-02-25,New York,ST-003,Groceries,918.09,19,False
2024-02-26,Tokyo,ST-004,Groceries,2681.77,19,False
2024-02-26,New York,ST-002,Groceries,3249.85,10,False
2024-02-27,Berlin,ST-004,Groceries,518.14,42,False
2024-02-27,Tokyo,ST-002,Electronics,994.53,6,False
2024-02-28,London,ST-003,Apparel,2696.62,39,False
2024-02-28,Berlin,ST-004,Home & Kitchen,1236.92,25,False
2024-02-29,London,ST-003,Apparel,814.29,21,False
2024-02-29,London,ST-002,Electronics,4409.2,17,False
2024-03-01,New York,ST-001,Electronics,280.57,13,False
2024-03-01,New York,ST-003,Groceries,115.08,29,False
2024-03-02,London,ST-003,Electronics,1025.81,23,True
2024-03-02,New York,ST-003,Home & Kitchen,596.43,16,False
2024-03-03,Berlin,ST-004,Electronics,498.36,11,True
2024-03-03,Berlin,ST-001,Apparel,2416.28,24,True
2024-03-04,Tokyo,ST-004,Groceries,2904.35,7,True
2024-03-04,New York,ST-001,Groceries,3899.4,15,False
2024-03-05,Tokyo,ST-004,Groceries,548.65,37,False
2024-03-05,Tokyo,ST-003,Home & Kitchen,994.93,35,False
2024-03-06,Tokyo,ST-001,Electronics,515.12,3,True
2024-03-06,Tokyo,ST-004,Electronics,2190.52,16,False
2024-03-07,London,ST-001,Home & Kitchen,3996.36,46,True
2024-03-07,Tokyo,ST-002,Home & Kitchen,3172.32,31,False
2024-03-08,Tokyo,ST-002,Home & Kitchen,3531.08,14,False
2024-03-08,Berlin,ST-002,Home & Kitchen,4607.83,48,False
2024-03-09,New York,ST-002,Electronics,3935.12,8,False
2024-03-09,Tokyo,ST-004,Electronics,4332.43,40,False
2024-03-10,New York,ST-002,Apparel,4894.43,12,False
2024-03-10,Berlin,ST-003,Apparel,1898.96,48,False
2024-03-11,London,ST-003,Electronics,3313.58,40,False
2024-03-11,Berlin,ST-004,Home & Kitchen,2006.27,20,True
2024-03-12,London,ST-002,Apparel,2143.04,42,True
2024-03-12,London,ST-001,Home & Kitchen,1704.41,43,True
2024-03-13,Berlin,ST-003,Groceries,104.15,20,False
2024-03-13,Berlin,ST-002,Apparel,1959.82,28,True
2024-03-14,New York,ST-003,Apparel,1662.09,48,True
2024-03-14,London,ST-004,Groceries,1385.72,21,False
2024-03-15,New York,ST-003,Home & Kitchen,2554.29,11,False
2024-03-15,London,ST-001,Apparel,810.99,2,True
2024-03-16,Berlin,ST-003,Groceries,3594.39,36,False
2024-03-16,Tokyo,ST-003,Apparel,3358.71,31,False
2024-03-17,Tokyo,ST-004,Electronics,2790.61,38,False
2024-03-17,London,ST-001,Home & Kitchen,137.05,18,False
2024-03-18,London,ST-001,Apparel,1405.83,12,False
2024-03-18,London,ST-001,Home & Kitchen,621.0,38,False
2024-03-19,London,ST-001,Home & Kitchen,4818.99,27,False
2024-03-19,Berlin,ST-002,Groceries,3782.55,21,True
2024-03-20,New York,ST-001,Electronics,2177.76,47,False
2024-03-20,London,ST-001,Home & Kitchen,3206.53,12,False
2024-03-21,London,ST-002,Home & Kitchen,408.62,28,False
2024-03-21,Tokyo,ST-002,Electronics,436.27,32,False
2024-03-22,New York,ST-001,Groceries,515.98,19,False
2024-03-22,London,ST-004,Home & Kitchen,293.51,9,False
2024-03-23,Tokyo,ST-002,Groceries,2447.64,42,True
2024-03-23,Tokyo,ST-004,Electronics,1919.77,9,False
2024-03-24,Berlin,ST-001,Apparel,1641.76,46,False
2024-03-24,Tokyo,ST-003,Groceries,4695.11,17,True
2024-03-25,Berlin,ST-004,Home & Kitchen,1998.07,39,True
2024-03-25,London,ST-001,Home & Kitchen,4947.02,26,False
2024-03-26,New York,ST-002,Apparel,4594.29,35,False
2024-03-26,New York,ST-003,Apparel,4304.6,12,False
2024-03-27,London,ST-001,Groceries,3235.23,45,True
2024-03-27,London,ST-004,Electronics,3337.42,7,True
2024-03-28,Berlin,ST-003,Electronics,1725.32,36,True
2024-03-28,Berlin,ST-004,Apparel,4456.89,47,False
2024-03-29,New York,ST-004,Electronics,1008.82,49,False
2024-03-29,New York,ST-002,Electronics,4591.15,22,False
2024-03-30,New York,ST-004,Apparel,4525.37,38,False
2024-03-30,Tokyo,ST-001,Apparel,1489.82,6,False
2024-03-31,Berlin,ST-001,Groceries,2545.89,16,True
2024-03-31,Berlin,ST-004,Electronics,3045.11,32,False
2024-04-01,Berlin,ST-002,Electronics,2390.06,45,False
2024-04-01,Berlin,ST-003,Home & Kitchen,4311.45,7,True
2024-04-02,Berlin,ST-002,Home & Kitchen,3342.63,48,True
2024-04-02,London,ST-001,Home & Kitchen,3224.6,6,True
2024-04-03,Tokyo,ST-003,Groceries,2787.11,3,False
2024-04-03,Tokyo,ST-001,Home & Kitchen,3063.29,47,False
2024-04-04,Berlin,ST-001,Electronics,739.02,43,False
2024-04-04,Berlin,ST-004,Apparel,2293.0,30,False
2024-04-05,Berlin,ST-001,Home & Kitchen,1026.8,47,True
2024-04-05,Berlin,ST-001,Home & Kitchen,2115.13,13,False
2024-04-06,Berlin,ST-004,Apparel,3562.69,14,False
2024-04-06,Tokyo,ST-001,Electronics,3898.73,35,False
2024-04-07,Tokyo,ST-004,Apparel,3358.23,49,False
2024-04-07,New York,ST-004,Electronics,1061.65,42,False
2024-04-08,Berlin,ST-001,Home & Kitchen,2367.09,43,False
2024-04-08,London,ST-002,Electronics,3096.99,49,False
2024-04-09,Tokyo,ST-001,Apparel,2615.38,38,False
2024-04-09,New York,ST-001,Home & Kitchen,4741.21,16,True
2024-04-10,Tokyo,ST-001,Electronics,3391.91,30,False
2024-04-10,London,ST-002,Electronics,4786.59,16,False
2024-04-11,Tokyo,ST-002,Groceries,448.54,16,False
2024-04-11,Tokyo,ST-003,Home & Kitchen,3186.79,20,False
2024-04-12,Tokyo,ST-001,Groceries,273.82,1,False
2024-04-12,Tokyo,ST-002,Electronics,3975.64,47,True
2024-04-13,Berlin,ST-002,Home & Kitchen,2440.07,38,False
2024-04-13,Berlin,ST-002,Electronics,2657.12,17,True
2024-04-14,Tokyo,ST-004,Home & Kitchen,2966.5,45,True
2024-04-14,London,ST-002,Home & Kitchen,3095.2,45,True
2024-04-15,New York,ST-001,Home & Kitchen,417.58,30,False
2024-04-15,Berlin,ST-001,Groceries,4850.01,25,False
2024-04-16,London,ST-001,Home & Kitchen,3968.53,30,False
2024-04-16,London,ST-001,Apparel,3677.08,21,False
2024-04-17,Berlin,ST-001,Home & Kitchen,155.86,43,False
2024-04-17,Tokyo,ST-004,Electronics,4453.89,32,True
2024-04-18,New York,ST-004,Apparel,4796.1,17,False
2024-04-18,Berlin,ST-002,Electronics,249.76,7,False
2024-04-19,Tokyo,ST-001,Electronics,2736.4,30,True
2024-04-19,London,ST-001,Electronics,1821.5,16,False
2024-04-20,Berlin,ST-001,Apparel,2893.15,17,False
2024-04-20,Berlin,ST-003,Apparel,4346.13,36,True
2024-04-21,Tokyo,ST-003,Home & Kitchen,3487.46,4,False
2024-04-21,Berlin,ST-001,Groceries,445.99,18,True
2024-04-22,London,ST-004,Home & Kitchen,4810.87,27,False
2024-04-22,London,ST-004,Electronics,3866.63,7,False
2024-04-23,Berlin,ST-001,Apparel,4599.79,19,True
2024-04-23,London,ST-004,Apparel,4915.67,6,False
2024-04-24,Tokyo,ST-002,Home & Kitchen,4157.51,10,True
2024-04-24,Berlin,ST-003,Groceries,2248.14,23,False
2024-04-25,Tokyo,ST-002,Electronics,379.85,14,False
2024-04-25,Berlin,ST-004,Home & Kitchen,745.24,4,False
2024-04-26,Tokyo,ST-003,Groceries,4962.42,40,True
2024-04-26,Tokyo,ST-004,Apparel,2386.38,39,False
2024-04-27,Tokyo,ST-004,Apparel,3930.92,34,False
2024-04-27,Tokyo,ST-002,Apparel,4324.21,25,False
2024-04-28,New York,ST-004,Groceries,805.68,36,False
2024-04-28,Berlin,ST-004,Groceries,2206.77,43,True
2024-04-29,Tokyo,ST-001,Apparel,3169.64,49,True
2024-04-29,Berlin,ST-001,Electronics,712.02,35,False
2024-04-30,Berlin,ST-004,Groceries,2922.78,37,False
2024-04-30,New York,ST-004,Home & Kitchen,4899.18,23,False
2024-05-01,London,ST-004,Groceries,4134.62,12,False
2024-05-01,Tokyo,ST-004,Home & Kitchen,807.6,35,True
2024-05-02,Tokyo,ST-003,Electronics,2459.53,1,False
2024-05-02,London,ST-002,Electronics,3017.66,41,False
2024-05-03,New York,ST-003,Electronics,4958.76,20,False
2024-05-03,New York,ST-001,Home & Kitchen,2828.69,10,False
2024-05-04,London,ST-003,Groceries,4029.65,3,False
2024-05-04,New York,ST-003,Groceries,4381.35,38,False
2024-05-05,London,ST-003,Apparel,3301.88,46,False
2024-05-05,London,ST-003,Electronics,4213.47,37,False
2024-05-06,Tokyo,ST-001,Groceries,1377.26,43,True
2024-05-06,Tokyo,ST-003,Groceries,4129.07,39,False
2024-05-07,New York,ST-002,Home & Kitchen,2196.36,13,False
2024-05-07,New York,ST-002,Groceries,181.21,42,False
2024-05-08,Tokyo,ST-004,Groceries,197.37,37,True
2024-05-08,London,ST-004,Home & Kitchen,2989.88,34,False
2024-05-09,Tokyo,ST-004,Electronics,1341.12,1,False
2024-05-09,Berlin,ST-002,Electronics,3871.32,18,False
2024-05-10,Tokyo,ST-002,Apparel,3995.64,35,False
2024-05-10,London,ST-003,Groceries,1645.83,28,False
2024-05-11,New York,ST-004,Electronics,3280.94,47,False
2024-05-11,London,ST-002,Apparel,2862.43,27,True
2024-05-12,Berlin,ST-002,Groceries,3233.18,34,True
2024-05-12,London,ST-003,Electronics,1541.48,1,False
2024-05-13,New York,ST-004,Electronics,4707.5,25,False
2024-05-13,Berlin,ST-001,Home & Kitchen,3111.46,13,False
2024-05-14,London,ST-004,Home & Kitchen,3649.46,2,False
2024-05-14,New York,ST-002,Electronics,2369.48,1,False
2024-05-15,Berlin,ST-001,Home & Kitchen,696.45,25,False
2024-05-15,London,ST-004,Electronics,2144.52,7,True
2024-05-16,New York,ST-001,Home & Kitchen,163.3,24,False
2024-05-16,London,ST-002,Home & Kitchen,2605.3,6,False
2024-05-17,London,ST-003,Apparel,1382.22,11,False
2024-05-17,New York,ST-002,Apparel,2835.34,6,False
2024-05-18,Berlin,ST-004,Home & Kitchen,2516.98,11,False
2024-05-18,London,ST-002,Apparel,2531.93,20,True
2024-05-19,Tokyo,ST-003,Apparel,3802.25,23,False
2024-05-19,New York,ST-004,Home & Kitchen,4895.6,30,True
2024-05-20,New York,ST-001,Home & Kitchen,3301.89,16,False
2024-05-20,Berlin,ST-003,Home & Kitchen,2040.1,6,True
2024-05-21,New York,ST-002,Home & Kitchen,4943.54,46,True
2024-05-21,New York,ST-003,Apparel,4434.06,21,False
2024-05-22,London,ST-003,Groceries,4528.41,49,False
2024-05-22,New York,ST-001,Groceries,134.25,14,False
2024-05-23,Tokyo,ST-001,Apparel,1614.48,1,False
2024-05-23,London,ST-003,Home & Kitchen,4389.27,34,False
2024-05-24,New York,ST-003,Electronics,4524.03,16,True
2024-05-24,New York,ST-001,Electronics,2470.06,24,True
2024-05-25,Tokyo,ST-001,Electronics,4120.11,28,True
2024-05-25,Tokyo,ST-003,Home & Kitchen,4110.27,10,True
2024-05-26,New York,ST-001,Apparel,1690.02,17,True
2024-05-26,Berlin,ST-002,Apparel,4345.45,10,True
2024-05-27,Berlin,ST-002,Groceries,3314.22,39,False
2024-05-27,Tokyo,ST-004,Electronics,933.36,12,False
2024-05-28,Tokyo,ST-004,Apparel,3949.12,14,False
2024-05-28,London,ST-001,Electronics,2413.22,41,False
2024-05-29,Tokyo,ST-004,Groceries,308.73,34,False
2024-05-29,Berlin,ST-002,Home & Kitchen,484.76,27,False
2024-05-30,New York,ST-002,Home & Kitchen,2306.25,24,False
2024-05-30,Tokyo,ST-003,Home & Kitchen,795.88,34,True
2024-05-31,London,ST-003,Home & Kitchen,2360.65,20,False
2024-05-31,Tokyo,ST-002,Home & Kitchen,4278.38,41,False
2024-06-01,London,ST-004,Groceries,4703.05,48,False
2024-06-01,Berlin,ST-002,Electronics,2895.39,6,True
2024-06-02,New York,ST-004,Electronics,170.41,13,True
2024-06-02,Tokyo,ST-002,Groceries,2026.96,34,False
2024-06-03,Berlin,ST-004,Apparel,2224.43,13,False
2024-06-03,New York,ST-002,Electronics,2279.36,30,False
2024-06-04,Tokyo,ST-004,Home & Kitchen,764.23,38,False
2024-06-04,Tokyo,ST-001,Groceries,4225.1,29,False
2024-06-05,London,ST-004,Groceries,2035.7,33,False
2024-06-05,Berlin,ST-003,Electronics,619.34,35,False
2024-06-06,London,ST-001,Groceries,3502.13,6,True
2024-06-06,London,ST-002,Groceries,4956.07,28,False
2024-06-07,Berlin,ST-004,Electronics,1680.65,28,True
2024-06-07,New York,ST-004,Apparel,4254.12,17,False
2024-06-08,Berlin,ST-002,Apparel,233.49,25,True
2024-06-08,New York,ST-004,Groceries,3038.84,45,False
2024-06-09,New York,ST-004,Electronics,1677.86,35,False
2024-06-09,Berlin,ST-003,Electronics,842.76,35,False
2024-06-10,Berlin,ST-002,Groceries,3052.16,36,False
2024-06-10,New York,ST-001,Apparel,2066.76,33,True
2024-06-11,Berlin,ST-003,Groceries,613.12,20,True
2024-06-11,Tokyo,ST-001,Electronics,1083.56,7,False
2024-06-12,Berlin,ST-004,Apparel,2463.64,38,False
2024-06-12,Tokyo,ST-002,Home & Kitchen,1508.4,10,True
2024-06-13,London,ST-002,Groceries,652.78,18,False
2024-06-13,New York,ST-001,Home & Kitchen,1293.71,23,False
2024-06-14,Berlin,ST-003,Groceries,2971.51,43,False
2024-06-14,Berlin,ST-004,Electronics,1530.12,43,True
2024-06-15,Tokyo,ST-004,Apparel,205.69,5,False
2024-06-15,London,ST-001,Electronics,911.33,12,False
2024-06-16,New York,ST-004,Apparel,1595.17,20,False
2024-06-16,Berlin,ST-004,Apparel,1036.39,39,False
2024-06-17,Berlin,ST-001,Groceries,1948.82,4,False
2024-06-17,London,ST-002,Apparel,470.38,19,False
2024-06-18,New York,ST-003,Apparel,219.71,14,True
2024-06-18,Tokyo,ST-001,Home & Kitchen,4194.8,2,False
2024-06-19,New York,ST-001,Groceries,2810.68,46,False
2024-06-19,Tokyo,ST-001,Groceries,3632.37,2,False
2024-06-20,London,ST-001,Home & Kitchen,2110.73,18,False
2024-06-20,Tokyo,ST-004,Groceries,1851.12,6,True
2024-06-21,New York,ST-002,Home & Kitchen,2425.53,9,False
2024-06-21,Tokyo,ST-004,Home & Kitchen,2075.04,30,True
2024-06-22,London,ST-004,Electronics,652.8,40,True
2024-06-22,New York,ST-003,Apparel,2913.33,24,False
2024-06-23,Tokyo,ST-001,Groceries,4160.61,42,True
2024-06-23,Tokyo,ST-002,Apparel,1891.14,39,True
2024-06-24,London,ST-004,Groceries,491.18,40,False
2024-06-24,New York,ST-002,Groceries,169.72,2,True
2024-06-25,Tokyo,ST-003,Groceries,235.36,36,True
2024-06-25,Berlin,ST-004,Home & Kitchen,3406.18,14,True
2024-06-26,New York,ST-001,Home & Kitchen,215.99,39,True
2024-06-26,London,ST-002,Electronics,1108.59,34,True
2024-06-27,Tokyo,ST-004,Electronics,1610.7,44,False
2024-06-27,London,ST-004,Groceries,3532.75,20,True
2024-06-28,London,ST-004,Groceries,929.69,32,True
2024-06-28,Berlin,ST-002,Apparel,2678.95,6,False
2024-06-29,New York,ST-004,Groceries,1753.04,6,False
2024-06-29,Berlin,ST-002,Apparel,2281.31,24,True
2024-06-30,London,ST-003,Home & Kitchen,2163.48,21,False
2024-06-30,London,ST-003,Electronics,3583.92,39,False
2024-07-01,London,ST-003,Home & Kitchen,141.23,47,False
2024-07-01,Berlin,ST-003,Apparel,928.64,34,False
2024-07-02,Berlin,ST-004,Electronics,3357.05,30,False
2024-07-02,London,ST-002,Home & Kitchen,1832.47,9,False
2024-07-03,Berlin,ST-004,Home & Kitchen,3364.55,7,False
2024-07-03,Berlin,ST-002,Home & Kitchen,3611.31,20,False
2024-07-04,New York,ST-003,Apparel,4005.66,46,True
2024-07-04,London,ST-003,Home & Kitchen,4111.35,4,True
2024-07-05,Tokyo,ST-003,Home & Kitchen,1750.18,25,False
2024-07-05,New York,ST-001,Electronics,3455.24,12,False
2024-07-06,Tokyo,ST-001,Home & Kitchen,1052.86,40,False
2024-07-06,London,ST-001,Apparel,2790.55,7,True
2024-07-07,Berlin,ST-001,Home & Kitchen,1617.45,49,False
2024-07-07,New York,ST-003,Home & Kitchen,4932.44,9,False
2024-07-08,Berlin,ST-004,Groceries,1607.99,42,False
2024-07-08,New York,ST-003,Apparel,2097.21,23,False
2024-07-09,Tokyo,ST-004,Home & Kitchen,3137.65,17,False
2024-07-09,New York,ST-003,Home & Kitchen,281.83,38,False
2024-07-10,Berlin,ST-002,Groceries,2257.17,22,True
2024-07-10,Berlin,ST-003,Home & Kitchen,4140.54,31,True
2024-07-11,Berlin,ST-001,Electronics,4446.55,48,True
2024-07-11,Berlin,ST-001,Groceries,2486.18,35,False
2024-07-12,Berlin,ST-002,Groceries,1846.71,41,False
2024-07-12,Berlin,ST-003,Electronics,740.71,29,False
2024-07-13,London,ST-002,Home & Kitchen,3563.77,23,True
2024-07-13,New York,ST-003,Apparel,1810.75,39,False
2024-07-14,London,ST-003,Electronics,4249.14,31,True
2024-07-14,Tokyo,ST-003,Electronics,937.04,35,True
2024-07-15,New York,ST-002,Home & Kitchen,1802.69,11,True
2024-07-15,Tokyo,ST-004,Home & Kitchen,3998.6,33,False
2024-07-16,London,ST-001,Groceries,1239.6,44,False
2024-07-16,Tokyo,ST-003,Home & Kitchen,1967.45,32,False
2024-07-17,London,ST-001,Home & Kitchen,3443.62,6,True
2024-07-17,Tokyo,ST-001,Groceries,2736.95,28,True
2024-07-18,Tokyo,ST-001,Home & Kitchen,2123.26,22,False
2024-07-18,New York,ST-003,Electronics,1762.49,23,False
2024-07-19,Tokyo,ST-002,Electronics,1868.7,22,True
2024-07-19,New York,ST-002,Home & Kitchen,3673.19,7,False
2024-07-20,London,ST-002,Electronics,4200.18,27,False
2024-07-20,Berlin,ST-002,Home & Kitchen,1735.41,25,False
2024-07-21,London,ST-001,Electronics,2142.84,17,False
2024-07-21,New York,ST-002,Home & Kitchen,4225.25,29,False
2024-07-22,New York,ST-002,Electronics,2983.63,42,False
2024-07-22,Berlin,ST-001,Groceries,3920.57,28,True
2024-07-23,Berlin,ST-003,Home & Kitchen,3926.52,18,False
2024-07-23,Berlin,ST-001,Home & Kitchen,2122.99,12,False
2024-07-24,London,ST-001,Electronics,4693.58,49,True
2024-07-24,London,ST-001,Electronics,1271.47,33,True
2024-07-25,New York,ST-001,Groceries,1949.73,32,False
2024-07-25,New York,ST-004,Groceries,721.64,15,False
2024-07-26,London,ST-003,Groceries,2690.97,48,True
2024-07-26,Tokyo,ST-003,Groceries,3239.32,34,False
2024-07-27,Tokyo,ST-001,Home & Kitchen,4702.98,39,False
2024-07-27,New York,ST-003,Home & Kitchen,2664.37,5,True
2024-07-28,Berlin,ST-004,Apparel,1677.75,27,False
2024-07-28,Berlin,ST-003,Apparel,2458.97,9,False
2024-07-29,London,ST-001,Home & Kitchen,4104.8,9,True
2024-07-29,Tokyo,ST-002,Electronics,1751.8,48,False
2024-07-30,Berlin,ST-001,Electronics,2380.12,22,True
2024-07-30,Berlin,ST-002,Groceries,2013.37,49,False
2024-07-31,Berlin,ST-001,Groceries,2400.88,27,False
2024-07-31,Tokyo,ST-003,Groceries,1181.99,35,False
2024-08-01,New York,ST-004,Groceries,4048.86,24,False
2024-08-01,London,ST-001,Electronics,4936.45,19,True
2024-08-02,New York,ST-004,Apparel,2871.8,29,False
2024-08-02,Berlin,ST-001,Groceries,2908.63,34,False
2024-08-03,London,ST-004,Groceries,3743.61,46,False
2024-08-03,Berlin,ST-001,Electronics,3700.39,26,False
2024-08-04,Berlin,ST-001,Groceries,3244.33,3,False
2024-08-04,Tokyo,ST-001,Home & Kitchen,1892.81,34,False
2024-08-05,New York,ST-002,Groceries,4883.94,36,False
2024-08-05,New York,ST-004,Home & Kitchen,3381.41,49,False
2024-08-06,Berlin,ST-001,Apparel,1335.87,32,False
2024-08-06,New York,ST-002,Groceries,1747.1,43,True
2024-08-07,London,ST-003,Electronics,2225.77,36,False
2024-08-07,Tokyo,ST-001,Groceries,1445.73,36,True
2024-08-08,Tokyo,ST-002,Apparel,1742.65,31,True
2024-08-08,Tokyo,ST-004,Home & Kitchen,2367.12,25,False
2024-08-09,Tokyo,ST-001,Home & Kitchen,342.96,36,False
2024-08-09,Berlin,ST-003,Apparel,185.99,39,False
2024-08-10,Berlin,ST-001,Groceries,1604.61,10,False
2024-08-10,Tokyo,ST-002,Apparel,1429.96,39,False
2024-08-11,London,ST-003,Groceries,4275.79,11,False
2024-08-11,Berlin,ST-001,Electronics,4400.16,9,False
2024-08-12,London,ST-003,Apparel,4062.65,20,False
